round,home_team,away_team,hm_score,aw_score,score_gap,hm_PWk_lad,aw_PWk_lad,PWk_lad_gap,hm_PWk_perc,aw_PWk_perc,PWk_perc_gap,hm_PWk_pts,aw_PWk_pts,PWk_pts_gap,hm_PWk_pts_stan,aw_PWk_pts_stan,PWk_pts_gap_stan,hm_PY,hm_PY_perc,hm_2PY,hm_2PY_perc,hm_3PY,hm_3PY_perc,hm_4PY,hm_4PY_perc,hm_PY_2PY,hm_PY_3PY,hm_PY_4PY,hm_Pypc_2Pypc,hm_Pypc_3Pypc,hm_Pypc_4Pypc,aw_PY,aw_PY_perc,aw_2PY,aw_2PY_perc,aw_3PY,aw_3PY_perc,aw_4PY,aw_4PY_perc,aw_PY_2PY,aw_PY_3PY,aw_PY_4PY,aw_Pypc_2Pypc,aw_Pypc_3Pypc,aw_Pypc_4Pypc,PY_gap,PY_%_gap,2PY_gap,2PY_%_gap,3PY_gap,3PY_%_gap,4PY_gap,4PY_%_gap,hm_Dr_PY,hm_Dr_2PY,hm_Dr_3py,hm_Dr_4py,hm_Dr_Tot,aw_Dr_PY,aw_Dr_2PY,aw_Dr_3py,aw_Dr_4py,aw_Dr_Tot,Dr_PY_gap,Dr_2PY_gap,Dr_3PY_gap,Dr_4PY_gap,Dr_Tot_gap,hm_Pwk_win,hm_2Pwk_win,hm_3Pwk_win,hm_4Pwk_win,aw_Pwk_win,aw_2Pwk_win,aw_3Pwk_win,aw_4Pwk_win,hm_win_1,hm_win_2,hm_win_3,hm_win_4,aw_win_1,aw_win_2,aw_win_3,aw_win_4,h_win_1_gap,h_win_2_gap,h_win_3_gap,h_win_4_gap,a_win_1_gap,a_win_2_gap,a_win_3_gap,a_win_4_gap,Interstate,PWk_hm,home_win
1,CA,RI,64,97,-33,18,1,-17,59.3,136.1,-76.8,8,72,64,0.347826087,3.130434783,2.782608696,18,59.3,16,78.2,14,79.3,18,64.8,2,4,0,-18.9,-20,-5.5,1,136.1,3,118.3,13,79.5,5,123.1,-2,-12,-4,17.8,56.6,13,17,-76.8,13,-40.1,1,-0.2,13,-58.3,244,309,335,401,1289,217,341,146,168,872,27,-32,189,233,417,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0
1,CW,GE,65,72,-7,3,8,5,120.4,131.6,-11.2,60,52,-8,2.608695652,2.260869565,-0.347826087,3,120.4,13,99,12,95.6,12,106.3,-10,-9,-9,21.4,24.8,14.1,8,131.6,2,117.4,2,143.8,10,101.1,6,6,-2,14.2,-12.2,30.5,-5,-11.2,11,-18.4,10,-48.2,2,5.2,181,205,228,182,796,280,261,294,136,971,-99,-56,-66,46,-175,1,1,1,0.75,1,1,0.666666667,0.5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
1,ME,PA,61,87,-26,5,10,5,131.4,107.6,23.8,56,48,-8,2.434782609,2.086956522,-0.347826087,5,131.4,9,105.2,11,97.6,13,77,-4,-6,-8,26.2,33.8,54.4,10,107.6,5,129.7,10,106,9,106.8,5,0,1,-22.1,1.6,0.8,-5,23.8,4,-24.5,1,-8.4,4,-29.8,256,255,90,299,900,316,223,301,118,958,-60,32,-211,181,-58,1,1,0.666666667,0.75,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1,AD,HW,55,87,-32,12,4,-8,104.1,120.1,-16,48,60,12,2.086956522,2.608695652,0.52173913,12,104.1,1,136,5,138.3,7,115.7,11,7,5,-31.9,-34.2,-11.6,4,120.1,12,90.7,3,118.6,3,158.4,-8,1,1,29.4,1.5,-38.3,8,-16,-11,45.3,2,19.7,4,-42.7,281,148,253,172,854,85,117,50,215,467,196,31,203,-43,387,1,1,0.666666667,0.75,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0
1,WB,SY,82,65,17,13,6,-7,77.3,109.5,-32.2,32,56,24,1.391304348,2.434782609,1.043478261,13,77.3,10,97.1,7,115.4,6,115.1,3,6,7,-19.8,-38.1,-37.8,6,109.5,6,126.8,1,151.2,4,127.1,0,5,2,-17.3,-41.7,-17.6,7,-32.2,4,-29.7,6,-35.8,2,-12,307,201,234,266,1008,270,200,275,190,935,37,1,-41,76,73,0,0.5,0.666666667,0.75,0,0.5,0.666666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,BL,WC,102,58,44,15,2,-13,89.1,121.4,-32.3,20,64,44,0.869565217,2.782608696,1.913043478,15,89.1,18,74.3,17,61.6,17,67.5,-3,-2,-2,14.8,27.5,21.6,2,121.4,8,105.7,6,130,2,148.2,-6,-4,0,15.7,-8.6,-26.8,13,-32.3,10,-31.4,11,-68.4,15,-80.7,306,428,407,374,1515,206,370,221,217,1014,100,58,186,157,501,0,0.5,0.333333333,0.25,1,0.5,0.666666667,0.75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,SK,GC,85,84,1,16,17,1,75.6,59.9,15.7,18,16,-2,0.782608696,0.695652174,-0.086956522,16,75.6,11,96.9,9,95.7,14,78.4,5,7,2,-21.3,-20.1,-2.8,17,59.9,17,76,15,78.2,16,72.9,0,2,1,-16.1,-18.3,-13,-1,15.7,-6,20.9,-6,17.5,-2,5.5,287,304,180,193,964,395,232,403,286,1316,-108,72,-223,-93,-352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,GW,ES,112,40,72,7,11,4,114.3,105.1,9.2,54,48,-6,2.347826087,2.086956522,-0.260869565,7,114.3,4,114.8,4,143.1,11,99,3,3,-4,-0.5,-28.8,15.3,11,105.1,7,106.5,18,61,15,74,4,-7,-4,-1.4,44.1,31.1,-4,9.2,-3,8.3,-14,82.1,-4,25,434,314,447,323,1518,130,109,341,444,1024,304,205,106,-121,494,0,0,0.333333333,0.5,1,0.5,0.666666667,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,FR,NM,141,59,82,14,9,-5,76.2,108.9,-32.7,32,48,16,1.391304348,2.086956522,0.695652174,14,76.2,14,74.4,16,74.3,1,118.7,0,-2,13,1.8,1.9,-42.5,9,108.9,15,87.6,8,105.2,8,106.5,-6,1,1,21.3,3.7,2.4,5,-32.7,-1,-13.2,8,-30.9,-7,12.2,235,408,247,219,1109,228,262,245,312,1047,7,146,2,-93,62,0,0,0.333333333,0.25,1,0.5,0.333333333,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2,RI,CW,66,110,-44,5,11,6,151.6,90.3,61.3,4,0,-4,4,0,-4,1,136.1,3,118.3,13,79.5,5,123.1,-2,-12,-4,17.8,56.6,13,3,120.4,13,99,12,95.6,12,106.3,-10,-9,-9,21.4,24.8,14.1,-2,15.7,-10,19.3,1,-16.1,-7,16.8,217,341,146,168,872,181,205,228,182,796,36,136,-82,-14,76,1,1,1,1,0,0.5,0.666666667,0.75,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
2,SY,AD,62,88,-26,12,15,3,79.3,63.2,16.1,0,0,0,0,0,0,6,109.5,6,126.8,1,151.2,4,127.1,0,5,2,-17.3,-41.7,-17.6,12,104.1,1,136,5,138.3,7,115.7,11,7,5,-31.9,-34.2,-11.6,-6,5.4,5,-9.2,-4,12.9,-3,11.4,270,200,275,190,935,281,148,253,172,854,-11,52,22,18,81,0,0,0.333333333,0.5,0,0.5,0.666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,ES,SK,65,76,-11,18,9,-9,35.7,101.2,-65.5,0,4,4,0,4,4,11,105.1,7,106.5,18,61,15,74,4,-7,-4,-1.4,44.1,31.1,16,75.6,11,96.9,9,95.7,14,78.4,5,7,2,-21.3,-20.1,-2.8,-5,29.5,-4,9.6,9,-34.7,1,-4.4,130,109,341,444,1024,287,304,180,193,964,-157,-195,161,251,60,0,0.5,0.333333333,0.5,1,0.5,0.333333333,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,PA,CA,88,72,16,6,14,8,142.6,66,76.6,4,0,-4,4,0,-4,10,107.6,5,129.7,10,106,9,106.8,5,0,1,-22.1,1.6,0.8,18,59.3,16,78.2,14,79.3,18,64.8,2,4,0,-18.9,-20,-5.5,-8,48.3,-11,51.5,-4,26.7,-9,42,316,223,301,118,958,244,309,335,401,1289,72,-86,-34,-283,-331,1,0.5,0.333333333,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,GE,ME,126,46,80,8,13,5,110.8,70.1,40.7,4,0,-4,4,0,-4,8,131.6,2,117.4,2,143.8,10,101.1,6,6,-2,14.2,-12.2,30.5,5,131.4,9,105.2,11,97.6,13,77,-4,-6,-8,26.2,33.8,54.4,3,0.2,-7,12.2,-9,46.2,-3,24.1,280,261,294,136,971,256,255,90,299,900,24,6,204,-163,71,1,1,1,0.75,0,0.5,0.666666667,0.5,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
2,WC,GW,104,52,52,16,1,-15,56.9,280,-223.1,0,4,4,0,4,4,2,121.4,8,105.7,6,130,2,148.2,-6,-4,0,15.7,-8.6,-26.8,7,114.3,4,114.8,4,143.1,11,99,3,3,-4,-0.5,-28.8,15.3,-5,7.1,4,-9.1,2,-13.1,-9,49.2,206,370,221,217,1014,434,314,447,323,1518,-228,56,-226,-106,-504,0,0.5,0.333333333,0.5,1,0.5,0.333333333,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2,NM,BL,87,107,-20,17,3,-14,41.8,175.9,-134.1,0,4,4,0,4,4,9,108.9,15,87.6,8,105.2,8,106.5,-6,1,1,21.3,3.7,2.4,15,89.1,18,74.3,17,61.6,17,67.5,-3,-2,-2,14.8,27.5,21.6,-6,19.8,-3,13.3,-9,43.6,-9,39,228,262,245,312,1047,306,428,407,374,1515,-78,-166,-162,-62,-468,0,0.5,0.333333333,0.25,1,0.5,0.666666667,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,HW,WB,87,106,-19,4,7,3,158.2,126.2,32,4,4,0,4,4,0,4,120.1,12,90.7,3,118.6,3,158.4,-8,1,1,29.4,1.5,-38.3,13,77.3,10,97.1,7,115.4,6,115.1,3,6,7,-19.8,-38.1,-37.8,-9,42.8,2,-6.4,-4,3.2,-3,43.3,85,117,50,215,467,307,201,234,266,1008,-222,-84,-184,-51,-541,1,1,1,1,1,0.5,0.666666667,0.75,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2,GC,FR,61,58,3,10,2,-8,98.8,239,-140.2,0,4,4,0,4,4,17,59.9,17,76,15,78.2,16,72.9,0,2,1,-16.1,-18.3,-13,14,76.2,14,74.4,16,74.3,1,118.7,0,-2,13,1.8,1.9,-42.5,3,-16.3,3,1.6,-1,3.9,15,-45.8,395,232,403,286,1316,235,408,247,219,1109,160,-176,156,67,207,0,0,0,0,1,0.5,0.333333333,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3,AD,GE,75,99,-24,12,1,-11,96,178.4,-82.4,4,8,4,2,4,2,12,104.1,1,136,5,138.3,7,115.7,11,7,5,-31.9,-34.2,-11.6,8,131.6,2,117.4,2,143.8,10,101.1,6,6,-2,14.2,-12.2,30.5,4,-27.5,-1,18.6,3,-5.5,-3,14.6,281,148,253,172,854,280,261,294,136,971,1,-113,-41,36,-117,1,0.5,0.666666667,0.75,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0
3,ME,ES,112,130,-18,18,17,-1,50.2,55.9,-5.7,0,0,0,0,0,0,5,131.4,9,105.2,11,97.6,13,77,-4,-6,-8,26.2,33.8,54.4,11,105.1,7,106.5,18,61,15,74,4,-7,-4,-1.4,44.1,31.1,-6,26.3,2,-1.3,-7,36.6,-2,3,256,255,90,299,900,130,109,341,444,1024,126,146,-251,-145,-124,0,0,0.333333333,0.5,0,0,0.333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,CA,SY,74,93,-19,15,14,-1,73.5,74.7,-1.2,0,0,0,0,0,0,18,59.3,16,78.2,14,79.3,18,64.8,2,4,0,-18.9,-20,-5.5,6,109.5,6,126.8,1,151.2,4,127.1,0,5,2,-17.3,-41.7,-17.6,12,-50.2,10,-48.6,13,-71.9,14,-62.3,244,309,335,401,1289,270,200,275,190,935,-26,109,60,211,354,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,GW,RI,125,76,49,8,13,5,113.9,93.7,20.2,4,4,0,2,2,0,7,114.3,4,114.8,4,143.1,11,99,3,3,-4,-0.5,-28.8,15.3,1,136.1,3,118.3,13,79.5,5,123.1,-2,-12,-4,17.8,56.6,13,6,-21.8,1,-3.5,-9,63.6,6,-24.1,434,314,447,323,1518,217,341,146,168,872,217,-27,301,155,646,0,0.5,0.333333333,0.25,0,0.5,0.666666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,BL,PA,107,90,17,2,3,1,144.1,131.6,12.5,8,8,0,4,4,0,15,89.1,18,74.3,17,61.6,17,67.5,-3,-2,-2,14.8,27.5,21.6,10,107.6,5,129.7,10,106,9,106.8,5,0,1,-22.1,1.6,0.8,5,-18.5,13,-55.4,7,-44.4,8,-39.3,306,428,407,374,1515,316,223,301,118,958,-10,205,106,256,557,1,1,0.666666667,0.75,1,1,0.666666667,0.5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3,CW,WC,76,98,-22,7,10,3,126.8,105.2,21.6,4,4,0,2,2,0,3,120.4,13,99,12,95.6,12,106.3,-10,-9,-9,21.4,24.8,14.1,2,121.4,8,105.7,6,130,2,148.2,-6,-4,0,15.7,-8.6,-26.8,1,-1,5,-6.7,6,-34.4,10,-41.9,181,205,228,182,796,206,370,221,217,1014,-25,-165,7,-35,-218,1,0.5,0.666666667,0.75,1,0.5,0.666666667,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,WB,GC,68,73,-5,4,11,7,123.7,101.4,22.3,8,4,-4,4,2,-2,13,77.3,10,97.1,7,115.4,6,115.1,3,6,7,-19.8,-38.1,-37.8,17,59.9,17,76,15,78.2,16,72.9,0,2,1,-16.1,-18.3,-13,-4,17.4,-7,21.1,-8,37.2,-10,42.2,307,201,234,266,1008,395,232,403,286,1316,-88,-31,-169,-20,-308,1,1,0.666666667,0.75,1,0.5,0.333333333,0.25,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3,HW,NM,87,71,16,9,16,7,108.1,58.9,49.2,4,0,-4,2,0,-2,4,120.1,12,90.7,3,118.6,3,158.4,-8,1,1,29.4,1.5,-38.3,9,108.9,15,87.6,8,105.2,8,106.5,-6,1,1,21.3,3.7,2.4,-5,11.2,-3,3.1,-5,13.4,-5,51.9,85,117,50,215,467,228,262,245,312,1047,-143,-145,-195,-97,-580,0,0.5,0.666666667,0.75,0,0,0.333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,FR,SK,71,66,5,6,5,-1,165.8,108.1,57.7,4,8,4,2,4,2,14,76.2,14,74.4,16,74.3,1,118.7,0,-2,13,1.8,1.9,-42.5,16,75.6,11,96.9,9,95.7,14,78.4,5,7,2,-21.3,-20.1,-2.8,-2,0.6,3,-22.5,7,-21.4,-13,40.3,235,408,247,219,1109,287,304,180,193,964,-52,104,67,26,145,0,0.5,0.333333333,0.25,1,1,0.666666667,0.5,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1
4,SY,ME,78,100,-22,12,18,6,90.2,63.8,26.4,4,0,-4,1.333333333,0,-1.333333333,6,109.5,6,126.8,1,151.2,4,127.1,0,5,2,-17.3,-41.7,-17.6,5,131.4,9,105.2,11,97.6,13,77,-4,-6,-8,26.2,33.8,54.4,1,-21.9,-3,21.6,-10,53.6,-9,50.1,270,200,275,190,935,256,255,90,299,900,14,-55,185,-109,35,1,0.5,0.333333333,0.25,0,0,0,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4,CW,WB,78,64,14,11,5,-6,106.4,113.8,-7.4,4,8,4,1.333333333,2.666666667,1.333333333,3,120.4,13,99,12,95.6,12,106.3,-10,-9,-9,21.4,24.8,14.1,13,77.3,10,97.1,7,115.4,6,115.1,3,6,7,-19.8,-38.1,-37.8,-10,43.1,3,1.9,5,-19.8,6,-8.8,181,205,228,182,796,307,201,234,266,1008,-126,4,-6,-84,-212,0,0.5,0.333333333,0.5,0,0.5,0.666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4,GE,GW,75,79,-4,1,4,3,159.7,131.4,28.3,12,8,-4,4,2.666666667,-1.333333333,8,131.6,2,117.4,2,143.8,10,101.1,6,6,-2,14.2,-12.2,30.5,7,114.3,4,114.8,4,143.1,11,99,3,3,-4,-0.5,-28.8,15.3,1,17.3,-2,2.6,-2,0.7,-1,2.1,280,261,294,136,971,434,314,447,323,1518,-154,-53,-153,-187,-547,1,1,1,1,1,0.5,0.666666667,0.5,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0
4,ES,BL,112,65,47,15,2,-13,78.3,134.5,-56.2,4,12,8,1.333333333,4,2.666666667,11,105.1,7,106.5,18,61,15,74,4,-7,-4,-1.4,44.1,31.1,15,89.1,18,74.3,17,61.6,17,67.5,-3,-2,-2,14.8,27.5,21.6,-4,16,-11,32.2,1,-0.6,-2,6.5,130,109,341,444,1024,306,428,407,374,1515,-176,-319,-66,70,-491,1,0.5,0.333333333,0.5,1,1,1,0.75,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1
4,PA,RI,92,99,-7,8,14,6,110.4,79.9,30.5,8,4,-4,2.666666667,1.333333333,-1.333333333,10,107.6,5,129.7,10,106,9,106.8,5,0,1,-22.1,1.6,0.8,1,136.1,3,118.3,13,79.5,5,123.1,-2,-12,-4,17.8,56.6,13,9,-28.5,2,11.4,-3,26.5,4,-16.3,316,223,301,118,958,217,341,146,168,872,99,-118,155,-50,86,0,0.5,0.666666667,0.5,0,0,0.333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,NM,AD,71,59,12,17,13,-4,64.8,87.9,-23.1,0,4,4,0,1.333333333,1.333333333,9,108.9,15,87.6,8,105.2,8,106.5,-6,1,1,21.3,3.7,2.4,12,104.1,1,136,5,138.3,7,115.7,11,7,5,-31.9,-34.2,-11.6,-3,4.8,14,-48.4,3,-33.1,1,-9.2,228,262,245,312,1047,281,148,253,172,854,-53,114,-8,140,193,0,0,0,0.25,0,0.5,0.333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4,WC,FR,69,56,13,6,3,-3,113,145.2,-32.2,8,8,0,2.666666667,2.666666667,0,2,121.4,8,105.7,6,130,2,148.2,-6,-4,0,15.7,-8.6,-26.8,14,76.2,14,74.4,16,74.3,1,118.7,0,-2,13,1.8,1.9,-42.5,-12,45.2,-6,31.3,-10,55.7,1,29.5,206,370,221,217,1014,235,408,247,219,1109,-29,-38,-26,-2,-95,1,1,0.666666667,0.75,1,0.5,0.666666667,0.5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,GC,CA,59,57,2,9,16,7,103.3,75.5,27.8,8,0,-8,2.666666667,0,-2.666666667,17,59.9,17,76,15,78.2,16,72.9,0,2,1,-16.1,-18.3,-13,18,59.3,16,78.2,14,79.3,18,64.8,2,4,0,-18.9,-20,-5.5,-1,0.6,1,-2.2,1,-1.1,-2,8.1,395,232,403,286,1316,244,309,335,401,1289,151,-77,68,-115,27,1,1,0.666666667,0.5,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
4,SK,HW,74,69,5,10,7,-3,103.2,112.5,-9.3,8,8,0,2.666666667,2.666666667,0,16,75.6,11,96.9,9,95.7,14,78.4,5,7,2,-21.3,-20.1,-2.8,4,120.1,12,90.7,3,118.6,3,158.4,-8,1,1,29.4,1.5,-38.3,12,-44.5,-1,6.2,6,-22.9,11,-80,287,304,180,193,964,85,117,50,215,467,202,187,130,-22,497,0,0.5,0.666666667,0.5,1,0.5,0.666666667,0.75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5,BL,CW,61,123,-62,4,8,4,109.8,109.7,0.1,12,8,-4,3,2,-1,15,89.1,18,74.3,17,61.6,17,67.5,-3,-2,-2,14.8,27.5,21.6,3,120.4,13,99,12,95.6,12,106.3,-10,-9,-9,21.4,24.8,14.1,12,-31.3,5,-24.7,5,-34,5,-38.8,306,428,407,374,1515,181,205,228,182,796,125,223,179,192,719,0,0.5,0.666666667,0.75,1,0.5,0.666666667,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,NM,ES,58,116,-58,17,12,-5,73.1,95.1,-22,4,8,4,1,2,1,9,108.9,15,87.6,8,105.2,8,106.5,-6,1,1,21.3,3.7,2.4,11,105.1,7,106.5,18,61,15,74,4,-7,-4,-1.4,44.1,31.1,-2,3.8,8,-18.9,-10,44.2,-7,32.5,228,262,245,312,1047,130,109,341,444,1024,98,153,-96,-132,23,1,0.5,0.333333333,0.25,1,1,0.666666667,0.5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5,WC,PA,53,95,-42,3,11,8,115,105.3,9.7,12,8,-4,3,2,-1,2,121.4,8,105.7,6,130,2,148.2,-6,-4,0,15.7,-8.6,-26.8,10,107.6,5,129.7,10,106,9,106.8,5,0,1,-22.1,1.6,0.8,-8,13.8,3,-24,-4,24,-7,41.4,206,370,221,217,1014,316,223,301,118,958,-110,147,-80,99,56,1,1,1,0.75,0,0,0.333333333,0.5,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
5,GW,FR,82,106,-24,2,7,5,124.7,127.8,-3.1,12,8,-4,3,2,-1,7,114.3,4,114.8,4,143.1,11,99,3,3,-4,-0.5,-28.8,15.3,14,76.2,14,74.4,16,74.3,1,118.7,0,-2,13,1.8,1.9,-42.5,-7,38.1,-10,40.4,-12,68.8,10,-19.7,434,314,447,323,1518,235,408,247,219,1109,199,-94,200,104,409,1,1,0.666666667,0.75,0,0.5,0.333333333,0.5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
5,ME,SK,55,95,-40,16,5,-11,75.8,104.2,-28.4,4,12,8,1,3,2,5,131.4,9,105.2,11,97.6,13,77,-4,-6,-8,26.2,33.8,54.4,16,75.6,11,96.9,9,95.7,14,78.4,5,7,2,-21.3,-20.1,-2.8,-11,55.8,-2,8.3,2,1.9,-1,-1.4,256,255,90,299,900,287,304,180,193,964,-31,-49,-90,106,-64,1,0.5,0.333333333,0.25,1,0.5,0.666666667,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,RI,SY,89,67,22,13,15,2,86.4,86.6,-0.2,8,4,-4,2,1,-1,1,136.1,3,118.3,13,79.5,5,123.1,-2,-12,-4,17.8,56.6,13,6,109.5,6,126.8,1,151.2,4,127.1,0,5,2,-17.3,-41.7,-17.6,-5,26.6,-3,-8.5,12,-71.7,1,-4,217,341,146,168,872,270,200,275,190,935,-53,141,-129,-22,-63,1,0.5,0.333333333,0.5,0,0.5,0.333333333,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5,WB,CA,57,101,-44,10,18,8,105.6,79.2,26.4,8,0,-8,2,0,-2,13,77.3,10,97.1,7,115.4,6,115.1,3,6,7,-19.8,-38.1,-37.8,18,59.3,16,78.2,14,79.3,18,64.8,2,4,0,-18.9,-20,-5.5,-5,18,-6,18.9,-7,36.1,-12,50.3,307,201,234,266,1008,244,309,335,401,1289,63,-108,-101,-135,-281,0,0,0.333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,AD,GC,119,46,73,14,6,-8,86.8,103.4,-16.6,4,12,8,1,3,2,12,104.1,1,136,5,138.3,7,115.7,11,7,5,-31.9,-34.2,-11.6,17,59.9,17,76,15,78.2,16,72.9,0,2,1,-16.1,-18.3,-13,-5,44.2,-16,60,-10,60.1,-9,42.8,281,148,253,172,854,395,232,403,286,1316,-114,-84,-150,-114,-462,0,0,0.333333333,0.25,1,1,1,0.75,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1
5,HW,GE,90,113,-23,9,1,-8,107.8,140.4,-32.6,8,12,4,2,3,1,4,120.1,12,90.7,3,118.6,3,158.4,-8,1,1,29.4,1.5,-38.3,8,131.6,2,117.4,2,143.8,10,101.1,6,6,-2,14.2,-12.2,30.5,-4,-11.5,10,-26.7,1,-25.2,-7,57.3,85,117,50,215,467,280,261,294,136,971,-195,-144,-244,79,-504,0,0.5,0.333333333,0.5,0,0.5,0.666666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,RI,ME,85,42,43,10,17,7,93.2,72.5,20.7,12,4,-8,2.4,0.8,-1.6,1,136.1,3,118.3,13,79.5,5,123.1,-2,-12,-4,17.8,56.6,13,5,131.4,9,105.2,11,97.6,13,77,-4,-6,-8,26.2,33.8,54.4,-4,4.7,-6,13.1,2,-18.1,-8,46.1,217,341,146,168,872,256,255,90,299,900,-39,86,56,-131,-28,1,1,0.666666667,0.5,0,0.5,0.333333333,0.25,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
6,ES,CW,69,73,-4,7,4,-3,109.5,125.2,-15.7,12,12,0,2.4,2.4,0,11,105.1,7,106.5,18,61,15,74,4,-7,-4,-1.4,44.1,31.1,3,120.4,13,99,12,95.6,12,106.3,-10,-9,-9,21.4,24.8,14.1,8,-15.3,-6,7.5,6,-34.6,3,-32.3,130,109,341,444,1024,181,205,228,182,796,-51,-96,113,262,228,1,1,1,0.75,1,1,0.666666667,0.75,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,PA,NM,88,72,16,5,18,13,115.3,67.8,47.5,12,4,-8,2.4,0.8,-1.6,10,107.6,5,129.7,10,106,9,106.8,5,0,1,-22.1,1.6,0.8,9,108.9,15,87.6,8,105.2,8,106.5,-6,1,1,21.3,3.7,2.4,1,-1.3,-10,42.1,2,0.8,1,0.3,316,223,301,118,958,228,262,245,312,1047,88,-39,56,-194,-89,1,0.5,0.333333333,0.5,0,0.5,0.333333333,0.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
6,GC,BL,62,111,-49,11,9,-2,83.5,94,-10.5,12,12,0,2.4,2.4,0,17,59.9,17,76,15,78.2,16,72.9,0,2,1,-16.1,-18.3,-13,15,89.1,18,74.3,17,61.6,17,67.5,-3,-2,-2,14.8,27.5,21.6,2,-29.2,-1,1.7,-2,16.6,-1,5.4,395,232,403,286,1316,306,428,407,374,1515,89,-196,-4,-88,-199,0,0.5,0.666666667,0.75,0,0,0.333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
